"Statistic Label","Month","Local Electoral Area","Age Group","UNIT","VALUE"
"Booster 1","2022 March","Fermoy, Cork County","5 - 11 years","%","0"
"Booster 1","2022 March","Fermoy, Cork County","12 years and over","%","56.4"
"Booster 1","2022 March","Midleton, Cork County","5 - 11 years","%","0"
"Booster 1","2022 March","Midleton, Cork County","12 years and over","%","52.8"
"Booster 1","2022 March","Carrigaline, Cork County","5 - 11 years","%","0"
"Booster 1","2022 March","Carrigaline, Cork County","12 years and over","%","57.7"
"Booster 1","2022 March","Cobh, Cork County","5 - 11 years","%","0"
"Booster 1","2022 March","Cobh, Cork County","12 years and over","%","54.9"
"Booster 1","2022 March","Bandon-Kinsale, Cork County","5 - 11 years","%","0"
"Booster 1","2022 March","Bandon-Kinsale, Cork County","12 years and over","%","56.1"
"Booster 1","2022 March","Bantry-West Cork, Cork County","5 - 11 years","%","0"
"Booster 1","2022 March","Bantry-West Cork, Cork County","12 years and over","%","59.9"
"Booster 1","2022 March","Skibbereen-West Cork, Cork County","5 - 11 years","%","0"
"Booster 1","2022 March","Skibbereen-West Cork, Cork County","12 years and over","%","56.6"
"Booster 1","2022 March","Macroom, Cork County","5 - 11 years","%","0"
"Booster 1","2022 March","Macroom, Cork County","12 years and over","%","57.2"
"Booster 1","2022 March","Mallow, Cork County","5 - 11 years","%","0"
"Booster 1","2022 March","Mallow, Cork County","12 years and over","%","54"
"Booster 1","2022 March","Cork City North West, Cork City","5 - 11 years","%","0"
"Booster 1","2022 March","Cork City North West, Cork City","12 years and over","%","52"
"Booster 1","2022 March","Cork City North East, Cork City","5 - 11 years","%","0"
"Booster 1","2022 March","Cork City North East, Cork City","12 years and over","%","53.1"
"Booster 1","2022 March","Cork City South East, Cork City","5 - 11 years","%","0"
"Booster 1","2022 March","Cork City South East, Cork City","12 years and over","%","60.6"
"Booster 1","2022 March","Cork City South Central, Cork City","5 - 11 years","%","0"
"Booster 1","2022 March","Cork City South Central, Cork City","12 years and over","%","54.3"
"Booster 1","2022 March","Cork City South West, Cork City","5 - 11 years","%","0"
"Booster 1","2022 March","Cork City South West, Cork City","12 years and over","%","54.8"
"Booster 1","2022 March","Glenties, Donegal","5 - 11 years","%","0"
"Booster 1","2022 March","Glenties, Donegal","12 years and over","%","56.6"
"Booster 1","2022 March","Milford, Donegal","5 - 11 years","%","0"
"Booster 1","2022 March","Milford, Donegal","12 years and over","%","50.2"
"Booster 1","2022 March","Carndonagh, Donegal","5 - 11 years","%","0"
"Booster 1","2022 March","Carndonagh, Donegal","12 years and over","%","40.3"
"Booster 1","2022 March","Buncrana, Donegal","5 - 11 years","%","0"
"Booster 1","2022 March","Buncrana, Donegal","12 years and over","%","33.2"
"Booster 1","2022 March","Donegal, Donegal","5 - 11 years","%","0"
"Booster 1","2022 March","Donegal, Donegal","12 years and over","%","54.4"
"Booster 1","2022 March","Letterkenny, Donegal","5 - 11 years","%","0"
"Booster 1","2022 March","Letterkenny, Donegal","12 years and over","%","48.2"
"Booster 1","2022 March","Lifford-Stranorlar, Donegal","5 - 11 years","%","0"
"Booster 1","2022 March","Lifford-Stranorlar, Donegal","12 years and over","%","46.3"
"Booster 1","2022 March","Conamara North, Galway County","5 - 11 years","%","0"
"Booster 1","2022 March","Conamara North, Galway County","12 years and over","%","57.6"
"Booster 1","2022 March","Tuam, Galway County","5 - 11 years","%","0"
"Booster 1","2022 March","Tuam, Galway County","12 years and over","%","54.4"
"Booster 1","2022 March","Ballinasloe, Galway County","5 - 11 years","%","0"
"Booster 1","2022 March","Ballinasloe, Galway County","12 years and over","%","55.5"
"Booster 1","2022 March","Loughrea, Galway County","5 - 11 years","%","0"
"Booster 1","2022 March","Loughrea, Galway County","12 years and over","%","52.9"
"Booster 1","2022 March","Athenry-Oranmore, Galway County","5 - 11 years","%","0"
"Booster 1","2022 March","Athenry-Oranmore, Galway County","12 years and over","%","55.4"
"Booster 1","2022 March","Gort-Kinvara, Galway County","5 - 11 years","%","0"
"Booster 1","2022 March","Gort-Kinvara, Galway County","12 years and over","%","54.3"
"Booster 1","2022 March","Conamara South, Galway County","5 - 11 years","%","0"
"Booster 1","2022 March","Conamara South, Galway County","12 years and over","%","58.7"
"Booster 1","2022 March","Galway City West, Galway City","5 - 11 years","%","0"
"Booster 1","2022 March","Galway City West, Galway City","12 years and over","%","57.6"
"Booster 1","2022 March","Galway City Central, Galway City","5 - 11 years","%","0"
"Booster 1","2022 March","Galway City Central, Galway City","12 years and over","%","49.9"
"Booster 1","2022 March","Galway City East, Galway City","5 - 11 years","%","0"
"Booster 1","2022 March","Galway City East, Galway City","12 years and over","%","46.9"
"Booster 1","2022 March","Listowel, Kerry","5 - 11 years","%","0"
"Booster 1","2022 March","Listowel, Kerry","12 years and over","%","60.4"
"Booster 1","2022 March","Castleisland, Kerry","5 - 11 years","%","0"
"Booster 1","2022 March","Castleisland, Kerry","12 years and over","%","59.2"
"Booster 1","2022 March","Killarney, Kerry","5 - 11 years","%","0"
"Booster 1","2022 March","Killarney, Kerry","12 years and over","%","50.9"
"Booster 1","2022 March","Kenmare, Kerry","5 - 11 years","%","0"
"Booster 1","2022 March","Kenmare, Kerry","12 years and over","%","58"
"Booster 1","2022 March","Corca Dhuibhne, Kerry","5 - 11 years","%","0"
"Booster 1","2022 March","Corca Dhuibhne, Kerry","12 years and over","%","60.3"
"Booster 1","2022 March","Tralee, Kerry","5 - 11 years","%","0"
"Booster 1","2022 March","Tralee, Kerry","12 years and over","%","54.5"
"Booster 1","2022 March","Maynooth, Kildare","5 - 11 years","%","0"
"Booster 1","2022 March","Maynooth, Kildare","12 years and over","%","48.7"
"Booster 1","2022 March","Celbridge, Kildare","5 - 11 years","%","0"
"Booster 1","2022 March","Celbridge, Kildare","12 years and over","%","59.3"
"Booster 1","2022 March","Naas, Kildare","5 - 11 years","%","0"
"Booster 1","2022 March","Naas, Kildare","12 years and over","%","54.8"
"Booster 1","2022 March","Athy, Kildare","5 - 11 years","%","0"
"Booster 1","2022 March","Athy, Kildare","12 years and over","%","53.6"
"Booster 1","2022 March","Kildare, Kildare","5 - 11 years","%","0"
"Booster 1","2022 March","Kildare, Kildare","12 years and over","%","50.1"
"Booster 1","2022 March","Clane, Kildare","5 - 11 years","%","0"
"Booster 1","2022 March","Clane, Kildare","12 years and over","%","52"
"Booster 1","2022 March","Leixlip, Kildare","5 - 11 years","%","0"
"Booster 1","2022 March","Leixlip, Kildare","12 years and over","%","57"
"Booster 1","2022 March","Newbridge, Kildare","5 - 11 years","%","0"
"Booster 1","2022 March","Newbridge, Kildare","12 years and over","%","53"
"Booster 1","2022 March","Castlecomer, Kilkenny","5 - 11 years","%","0"
"Booster 1","2022 March","Castlecomer, Kilkenny","12 years and over","%","58.9"
"Booster 1","2022 March","Kilkenny, Kilkenny","5 - 11 years","%","0"
"Booster 1","2022 March","Kilkenny, Kilkenny","12 years and over","%","54"
"Booster 1","2022 March","Piltown, Kilkenny","5 - 11 years","%","0"
"Booster 1","2022 March","Piltown, Kilkenny","12 years and over","%","54.4"
"Booster 1","2022 March","Callan-Thomastown, Kilkenny","5 - 11 years","%","0"
"Booster 1","2022 March","Callan-Thomastown, Kilkenny","12 years and over","%","60.5"
"Booster 1","2022 April","Borris-In-Ossory-Mountmellick, Laois","5 - 11 years","%","0"
"Booster 1","2022 April","Borris-In-Ossory-Mountmellick, Laois","12 years and over","%","58.6"
"Booster 1","2022 April","Portlaoise, Laois","5 - 11 years","%","0"
"Booster 1","2022 April","Portlaoise, Laois","12 years and over","%","49.7"
"Booster 1","2022 April","Graiguecullen -Portarlington, Laois","5 - 11 years","%","0"
"Booster 1","2022 April","Graiguecullen -Portarlington, Laois","12 years and over","%","55.7"
"Booster 1","2022 April","Carlow, Carlow","5 - 11 years","%","0"
"Booster 1","2022 April","Carlow, Carlow","12 years and over","%","51.4"
"Booster 1","2022 April","Tullow, Carlow","5 - 11 years","%","0"
"Booster 1","2022 April","Tullow, Carlow","12 years and over","%","55.5"
"Booster 1","2022 April","Muinebeag, Carlow","5 - 11 years","%","0"
"Booster 1","2022 April","Muinebeag, Carlow","12 years and over","%","61.2"
"Booster 1","2022 April","Manorhamilton, Leitrim","5 - 11 years","%","0"
"Booster 1","2022 April","Manorhamilton, Leitrim","12 years and over","%","56.2"
"Booster 1","2022 April","Ballinamore, Leitrim","5 - 11 years","%","0"
"Booster 1","2022 April","Ballinamore, Leitrim","12 years and over","%","56.6"
"Booster 1","2022 April","Carrick-On-Shannon, Leitrim","5 - 11 years","%","0"
"Booster 1","2022 April","Carrick-On-Shannon, Leitrim","12 years and over","%","51.3"
"Booster 1","2022 April","Newcastle West, Limerick","5 - 11 years","%","0"
"Booster 1","2022 April","Newcastle West, Limerick","12 years and over","%","60.5"
"Booster 1","2022 April","Adare-Rathkeale, Limerick","5 - 11 years","%","0"
"Booster 1","2022 April","Adare-Rathkeale, Limerick","12 years and over","%","64.2"
"Booster 1","2022 April","Cappamore-Kilmallock, Limerick","5 - 11 years","%","0"
"Booster 1","2022 April","Cappamore-Kilmallock, Limerick","12 years and over","%","62.6"
"Booster 1","2022 April","Limerick City West, Limerick","5 - 11 years","%","0"
"Booster 1","2022 April","Limerick City West, Limerick","12 years and over","%","56.1"
"Booster 1","2022 April","Limerick City North, Limerick","5 - 11 years","%","0"
"Booster 1","2022 April","Limerick City North, Limerick","12 years and over","%","56.6"
"Booster 1","2022 April","Limerick City East, Limerick","5 - 11 years","%","0"
"Booster 1","2022 April","Limerick City East, Limerick","12 years and over","%","57.3"
"Booster 1","2022 April","Granard, Longford","5 - 11 years","%","0"
"Booster 1","2022 April","Granard, Longford","12 years and over","%","56.4"
"Booster 1","2022 April","Ballymahon, Longford","5 - 11 years","%","0"
"Booster 1","2022 April","Ballymahon, Longford","12 years and over","%","46.2"
"Booster 1","2022 April","Longford, Longford","5 - 11 years","%","0"
"Booster 1","2022 April","Longford, Longford","12 years and over","%","48.7"
"Booster 1","2022 April","Dundalk-Carlingford, Louth","5 - 11 years","%","0"
"Booster 1","2022 April","Dundalk-Carlingford, Louth","12 years and over","%","49.1"
"Booster 1","2022 April","Dundalk South, Louth","5 - 11 years","%","0"
"Booster 1","2022 April","Dundalk South, Louth","12 years and over","%","50.7"
"Booster 1","2022 April","Ardee, Louth","5 - 11 years","%","0"
"Booster 1","2022 April","Ardee, Louth","12 years and over","%","55.2"
"Booster 1","2022 April","Drogheda Rural, Louth","5 - 11 years","%","0"
"Booster 1","2022 April","Drogheda Rural, Louth","12 years and over","%","50"
"Booster 1","2022 April","Drogheda Urban, Louth","5 - 11 years","%","0"
"Booster 1","2022 April","Drogheda Urban, Louth","12 years and over","%","53.2"
"Booster 1","2022 April","Ballina, Mayo","5 - 11 years","%","0"
"Booster 1","2022 April","Ballina, Mayo","12 years and over","%","58.2"
"Booster 1","2022 April","Claremorris, Mayo","5 - 11 years","%","0"
"Booster 1","2022 April","Claremorris, Mayo","12 years and over","%","56.4"
"Booster 1","2022 April","Castlebar, Mayo","5 - 11 years","%","0"
"Booster 1","2022 April","Castlebar, Mayo","12 years and over","%","57.2"
"Booster 1","2022 April","Belmullet, Mayo","5 - 11 years","%","0"
"Booster 1","2022 April","Belmullet, Mayo","12 years and over","%","64.8"
"Booster 1","2022 April","Westport, Mayo","5 - 11 years","%","0"
"Booster 1","2022 April","Westport, Mayo","12 years and over","%","54.8"
"Booster 1","2022 April","Swinford, Mayo","5 - 11 years","%","0"
"Booster 1","2022 April","Swinford, Mayo","12 years and over","%","61.7"
"Booster 1","2022 April","Kells, Meath","5 - 11 years","%","0"
"Booster 1","2022 April","Kells, Meath","12 years and over","%","55.2"
"Booster 1","2022 April","Laytown-Bettystown, Meath","5 - 11 years","%","0"
"Booster 1","2022 April","Laytown-Bettystown, Meath","12 years and over","%","50.1"
"Booster 1","2022 April","Ashbourne, Meath","5 - 11 years","%","0"
"Booster 1","2022 April","Ashbourne, Meath","12 years and over","%","53.3"
"Booster 1","2022 April","Ratoath, Meath","5 - 11 years","%","0"
"Booster 1","2022 April","Ratoath, Meath","12 years and over","%","56.2"
"Booster 1","2022 April","Trim, Meath","5 - 11 years","%","0"
"Booster 1","2022 April","Trim, Meath","12 years and over","%","54.4"
"Booster 1","2022 April","Navan, Meath","5 - 11 years","%","0"
"Booster 1","2022 April","Navan, Meath","12 years and over","%","47.1"
"Booster 1","2022 April","Monaghan, Monaghan","5 - 11 years","%","0"
"Booster 1","2022 April","Monaghan, Monaghan","12 years and over","%","49.8"
"Booster 1","2022 April","Carrickmacross-Castleblayney, Monaghan","5 - 11 years","%","0"
"Booster 1","2022 April","Carrickmacross-Castleblayney, Monaghan","12 years and over","%","50.1"
"Booster 1","2022 April","Ballybay-Clones, Monaghan","5 - 11 years","%","0"
"Booster 1","2022 April","Ballybay-Clones, Monaghan","12 years and over","%","53.9"
"Booster 1","2022 April","Birr, Offaly","5 - 11 years","%","0"
"Booster 1","2022 April","Birr, Offaly","12 years and over","%","60"
"Booster 1","2022 April","Tullamore, Offaly","5 - 11 years","%","0"
"Booster 1","2022 April","Tullamore, Offaly","12 years and over","%","56.8"
"Booster 1","2022 April","Edenderry, Offaly","5 - 11 years","%","0"
"Booster 1","2022 April","Edenderry, Offaly","12 years and over","%","55.5"
"Booster 1","2022 April","Boyle, Roscommon","5 - 11 years","%","0"
"Booster 1","2022 April","Boyle, Roscommon","12 years and over","%","56"
"Booster 1","2022 April","Roscommon, Roscommon","5 - 11 years","%","0"
"Booster 1","2022 April","Roscommon, Roscommon","12 years and over","%","58.4"
"Booster 1","2022 April","Athlone, Roscommon","5 - 11 years","%","0"
"Booster 1","2022 April","Athlone, Roscommon","12 years and over","%","56.4"
"Booster 1","2022 April","Ballymote-Tobercurry, Sligo","5 - 11 years","%","0"
"Booster 1","2022 April","Ballymote-Tobercurry, Sligo","12 years and over","%","58.6"
"Booster 1","2022 April","Sligo-Drumcliff, Sligo","5 - 11 years","%","0"
"Booster 1","2022 April","Sligo-Drumcliff, Sligo","12 years and over","%","62"
"Booster 1","2022 April","Sligo-Strandhill, Sligo","5 - 11 years","%","0"
"Booster 1","2022 April","Sligo-Strandhill, Sligo","12 years and over","%","54.9"
"Booster 1","2022 April","Cavan-Belturbet, Cavan","5 - 11 years","%","0"
"Booster 1","2022 April","Cavan-Belturbet, Cavan","12 years and over","%","52.2"
"Booster 1","2022 April","Bailieborough-Cootehill, Cavan","5 - 11 years","%","0"
"Booster 1","2022 April","Bailieborough-Cootehill, Cavan","12 years and over","%","55.5"
"Booster 1","2022 April","Ballyjamesduff, Cavan","5 - 11 years","%","0"
"Booster 1","2022 April","Ballyjamesduff, Cavan","12 years and over","%","56.1"
"Booster 1","2022 April","Nenagh, Tipperary","5 - 11 years","%","0"
"Booster 1","2022 April","Nenagh, Tipperary","12 years and over","%","57.2"
"Booster 1","2022 April","Roscrea-Templemore, Tipperary","5 - 11 years","%","0"
"Booster 1","2022 April","Roscrea-Templemore, Tipperary","12 years and over","%","60"
"Booster 1","2022 April","Carrick-On-Suir, Tipperary","5 - 11 years","%","0"
"Booster 1","2022 April","Carrick-On-Suir, Tipperary","12 years and over","%","59.9"
"Booster 1","2022 April","Clonmel, Tipperary","5 - 11 years","%","0"
"Booster 1","2022 April","Clonmel, Tipperary","12 years and over","%","60.8"
"Booster 1","2022 April","Cashel-Tipperary, Tipperary","5 - 11 years","%","0"
"Booster 1","2022 April","Cashel-Tipperary, Tipperary","12 years and over","%","57"
"Booster 1","2022 April","Newport, Tipperary","5 - 11 years","%","0"
"Booster 1","2022 April","Newport, Tipperary","12 years and over","%","61.6"
"Booster 1","2022 April","Thurles, Tipperary","5 - 11 years","%","0"
"Booster 1","2022 April","Thurles, Tipperary","12 years and over","%","59.2"
"Booster 1","2022 April","Cahir, Tipperary","5 - 11 years","%","0"
"Booster 1","2022 April","Cahir, Tipperary","12 years and over","%","55.1"
"Booster 1","2022 April","Dungarvan, Waterford","5 - 11 years","%","0"
"Booster 1","2022 April","Dungarvan, Waterford","12 years and over","%","57"
"Booster 1","2022 April","Portlaw-Kilmacthomas, Waterford","5 - 11 years","%","0"
"Booster 1","2022 April","Portlaw-Kilmacthomas, Waterford","12 years and over","%","59.4"
"Booster 1","2022 April","Lismore, Waterford","5 - 11 years","%","0"
"Booster 1","2022 April","Lismore, Waterford","12 years and over","%","61.7"
"Booster 1","2022 April","Tramore-Waterford City West, Waterford","5 - 11 years","%","0"
"Booster 1","2022 April","Tramore-Waterford City West, Waterford","12 years and over","%","58.1"
"Booster 1","2022 April","Waterford City South, Waterford","5 - 11 years","%","0"
"Booster 1","2022 April","Waterford City South, Waterford","12 years and over","%","51.6"
"Booster 1","2022 April","Waterford City East, Waterford","5 - 11 years","%","0"
"Booster 1","2022 April","Waterford City East, Waterford","12 years and over","%","61.7"
"Booster 1","2022 April","Athlone, Westmeath","5 - 11 years","%","0"
"Booster 1","2022 April","Athlone, Westmeath","12 years and over","%","58.5"
"Booster 1","2022 April","Moate, Westmeath","5 - 11 years","%","0"
"Booster 1","2022 April","Moate, Westmeath","12 years and over","%","58.1"
"Booster 1","2022 April","Kinnegad, Westmeath","5 - 11 years","%","0"
"Booster 1","2022 April","Kinnegad, Westmeath","12 years and over","%","54.8"
"Booster 1","2022 April","Mullingar, Westmeath","5 - 11 years","%","0"
"Booster 1","2022 April","Mullingar, Westmeath","12 years and over","%","51.8"
"Booster 1","2022 April","Gorey, Wexford","5 - 11 years","%","0"
"Booster 1","2022 April","Gorey, Wexford","12 years and over","%","54.8"
"Booster 1","2022 April","Kilmuckridge, Wexford","5 - 11 years","%","0"
"Booster 1","2022 April","Kilmuckridge, Wexford","12 years and over","%","60.9"
"Booster 1","2022 April","New Ross, Wexford","5 - 11 years","%","0"
"Booster 1","2022 April","New Ross, Wexford","12 years and over","%","56.4"
"Booster 1","2022 April","Rosslare, Wexford","5 - 11 years","%","0"
"Booster 1","2022 April","Rosslare, Wexford","12 years and over","%","62.4"
"Booster 1","2022 April","Wexford, Wexford","5 - 11 years","%","0"
"Booster 1","2022 April","Wexford, Wexford","12 years and over","%","60.2"
"Booster 1","2022 April","Enniscorthy, Wexford","5 - 11 years","%","0"
"Booster 1","2022 April","Enniscorthy, Wexford","12 years and over","%","57.4"
"Booster 1","2022 April","Baltinglass, Wicklow","5 - 11 years","%","0"
"Booster 1","2022 April","Baltinglass, Wicklow","12 years and over","%","57.4"
"Booster 1","2022 April","Bray West, Wicklow","5 - 11 years","%","0"
"Booster 1","2022 April","Bray West, Wicklow","12 years and over","%","62.5"
"Booster 1","2022 April","Greystones, Wicklow","5 - 11 years","%","0"
"Booster 1","2022 April","Greystones, Wicklow","12 years and over","%","61.7"
"Booster 1","2022 April","Wicklow, Wicklow","5 - 11 years","%","0"
"Booster 1","2022 April","Wicklow, Wicklow","12 years and over","%","58.6"
"Booster 1","2022 April","Arklow, Wicklow","5 - 11 years","%","0"
"Booster 1","2022 April","Arklow, Wicklow","12 years and over","%","57.2"
"Booster 1","2022 April","Bray East, Wicklow","5 - 11 years","%","0"
"Booster 1","2022 April","Bray East, Wicklow","12 years and over","%","64.5"
"Booster 1","2022 April","Rush-Lusk, Fingal","5 - 11 years","%","0"
"Booster 1","2022 April","Rush-Lusk, Fingal","12 years and over","%","53.8"
"Booster 1","2022 April","Swords, Fingal","5 - 11 years","%","0"
"Booster 1","2022 April","Swords, Fingal","12 years and over","%","51"
"Booster 1","2022 April","Blanchardstown-Mulhuddart, Fingal","5 - 11 years","%","0"
"Booster 1","2022 April","Blanchardstown-Mulhuddart, Fingal","12 years and over","%","34.8"
"Booster 1","2022 April","Castleknock, Fingal","5 - 11 years","%","0"
"Booster 1","2022 April","Castleknock, Fingal","12 years and over","%","55.6"
"Booster 1","2022 April","Howth-Malahide, Fingal","5 - 11 years","%","0"
"Booster 1","2022 April","Howth-Malahide, Fingal","12 years and over","%","63.2"
"Booster 1","2022 April","Stillorgan, Dún Laoghaire-Rathdown","5 - 11 years","%","0"
"Booster 1","2022 April","Stillorgan, Dún Laoghaire-Rathdown","12 years and over","%","64.7"
"Booster 1","2022 April","Dundrum, Dún Laoghaire-Rathdown","5 - 11 years","%","0"
"Booster 1","2022 April","Dundrum, Dún Laoghaire-Rathdown","12 years and over","%","67.8"
"Booster 1","2022 April","Glencullen-Sandyford, Dún Laoghaire-Rathdown","5 - 11 years","%","0"
"Booster 1","2022 April","Glencullen-Sandyford, Dún Laoghaire-Rathdown","12 years and over","%","57.4"
"Booster 1","2022 April","Killiney-Shankill, Dún Laoghaire-Rathdown","5 - 11 years","%","0"
"Booster 1","2022 April","Killiney-Shankill, Dún Laoghaire-Rathdown","12 years and over","%","65.5"
"Booster 1","2022 April","Dún Laoghaire, Dún Laoghaire-Rathdown","5 - 11 years","%","0"
"Booster 1","2022 April","Dún Laoghaire, Dún Laoghaire-Rathdown","12 years and over","%","66.5"
"Booster 1","2022 April","Blackrock, Dún Laoghaire-Rathdown","5 - 11 years","%","0"
"Booster 1","2022 April","Blackrock, Dún Laoghaire-Rathdown","12 years and over","%","71.1"
"Booster 1","2022 April","Lucan, South Dublin","5 - 11 years","%","0"
"Booster 1","2022 April","Lucan, South Dublin","12 years and over","%","52.4"
"Booster 1","2022 April","Tallaght Central, South Dublin","5 - 11 years","%","0"
"Booster 1","2022 April","Tallaght Central, South Dublin","12 years and over","%","56.5"
"Booster 1","2022 April","Rathfarnham-Templeogue, South Dublin","5 - 11 years","%","0"
"Booster 1","2022 April","Rathfarnham-Templeogue, South Dublin","12 years and over","%","72.5"
"Booster 1","2022 April","Firhouse-Bohernabreena, South Dublin","5 - 11 years","%","0"
"Booster 1","2022 April","Firhouse-Bohernabreena, South Dublin","12 years and over","%","59.9"
"Booster 1","2022 April","Tallaght South, South Dublin","5 - 11 years","%","0"
"Booster 1","2022 April","Tallaght South, South Dublin","12 years and over","%","39.1"
"Booster 1","2022 April","Clondalkin, South Dublin","5 - 11 years","%","0"
"Booster 1","2022 April","Clondalkin, South Dublin","12 years and over","%","48.6"
"Booster 1","2022 April","Balbriggan, Fingal","5 - 11 years","%","0"
"Booster 1","2022 April","Balbriggan, Fingal","12 years and over","%","51"
"Booster 1","2022 April","Ongar, Fingal","5 - 11 years","%","0"
"Booster 1","2022 April","Ongar, Fingal","12 years and over","%","41.5"
"Booster 1","2022 April","Palmerstown-Fonthill, South Dublin","5 - 11 years","%","0"
"Booster 1","2022 April","Palmerstown-Fonthill, South Dublin","12 years and over","%","48.4"
"Booster 1","2022 April","Ballymun-Finglas, Dublin City","5 - 11 years","%","0"
"Booster 1","2022 April","Ballymun-Finglas, Dublin City","12 years and over","%","48.9"
"Booster 1","2022 April","Cabra-Glasnevin, Dublin City","5 - 11 years","%","0"
"Booster 1","2022 April","Cabra-Glasnevin, Dublin City","12 years and over","%","57.9"
"Booster 1","2022 April","Ballyfermot-Drimnagh, Dublin City","5 - 11 years","%","0"
"Booster 1","2022 April","Ballyfermot-Drimnagh, Dublin City","12 years and over","%","52.1"
"Booster 1","2022 April","Kimmage-Rathmines, Dublin City","5 - 11 years","%","0"
"Booster 1","2022 April","Kimmage-Rathmines, Dublin City","12 years and over","%","61.2"
"Booster 1","2022 April","Pembroke, Dublin City","5 - 11 years","%","0"
"Booster 1","2022 April","Pembroke, Dublin City","12 years and over","%","63.1"
"Booster 1","2022 April","South East Inner City, Dublin City","5 - 11 years","%","0"
"Booster 1","2022 April","South East Inner City, Dublin City","12 years and over","%","46.7"
"Booster 1","2022 April","North Inner City, Dublin City","5 - 11 years","%","0"
"Booster 1","2022 April","North Inner City, Dublin City","12 years and over","%","41.9"
"Booster 1","2022 April","Clontarf, Dublin City","5 - 11 years","%","0"
"Booster 1","2022 April","Clontarf, Dublin City","12 years and over","%","66.2"
"Booster 1","2022 April","Donaghmede, Dublin City","5 - 11 years","%","0"
"Booster 1","2022 April","Donaghmede, Dublin City","12 years and over","%","56.8"
"Booster 1","2022 April","Artane-Whitehall, Dublin City","5 - 11 years","%","0"
"Booster 1","2022 April","Artane-Whitehall, Dublin City","12 years and over","%","56.2"
"Booster 1","2022 April","South West Inner City, Dublin City","5 - 11 years","%","0"
"Booster 1","2022 April","South West Inner City, Dublin City","12 years and over","%","44.5"
"Booster 1","2022 April","Ennistimon, Clare","5 - 11 years","%","0"
"Booster 1","2022 April","Ennistimon, Clare","12 years and over","%","58.6"
"Booster 1","2022 April","Killaloe, Clare","5 - 11 years","%","0"
"Booster 1","2022 April","Killaloe, Clare","12 years and over","%","57.1"
"Booster 1","2022 April","Shannon, Clare","5 - 11 years","%","0"
"Booster 1","2022 April","Shannon, Clare","12 years and over","%","56.5"
"Booster 1","2022 April","Ennis, Clare","5 - 11 years","%","0"
"Booster 1","2022 April","Ennis, Clare","12 years and over","%","57.6"
"Booster 1","2022 April","Kilrush, Clare","5 - 11 years","%","0"
"Booster 1","2022 April","Kilrush, Clare","12 years and over","%","61"
"Booster 1","2022 April","Kanturk, Cork County","5 - 11 years","%","0"
"Booster 1","2022 April","Kanturk, Cork County","12 years and over","%","61.7"
"Booster 1","2022 April","Fermoy, Cork County","5 - 11 years","%","0"
"Booster 1","2022 April","Fermoy, Cork County","12 years and over","%","60.2"
"Booster 1","2022 April","Midleton, Cork County","5 - 11 years","%","0"
"Booster 1","2022 April","Midleton, Cork County","12 years and over","%","57.2"
"Booster 1","2022 April","Carrigaline, Cork County","5 - 11 years","%","0"
"Booster 1","2022 April","Carrigaline, Cork County","12 years and over","%","62.8"
"Booster 1","2022 April","Cobh, Cork County","5 - 11 years","%","0"
"Booster 1","2022 April","Cobh, Cork County","12 years and over","%","59.5"
"Booster 1","2022 April","Bandon-Kinsale, Cork County","5 - 11 years","%","0"
"Booster 1","2022 April","Bandon-Kinsale, Cork County","12 years and over","%","60.2"
"Booster 1","2022 April","Bantry-West Cork, Cork County","5 - 11 years","%","0"
"Booster 1","2022 April","Bantry-West Cork, Cork County","12 years and over","%","63.1"
"Booster 1","2022 April","Skibbereen-West Cork, Cork County","5 - 11 years","%","0"
"Booster 1","2022 April","Skibbereen-West Cork, Cork County","12 years and over","%","60.1"
"Booster 1","2022 April","Macroom, Cork County","5 - 11 years","%","0"
"Booster 1","2022 April","Macroom, Cork County","12 years and over","%","61.5"
"Booster 1","2022 April","Mallow, Cork County","5 - 11 years","%","0"
"Booster 1","2022 April","Mallow, Cork County","12 years and over","%","58.7"
"Booster 1","2022 April","Cork City North West, Cork City","5 - 11 years","%","0"
"Booster 1","2022 April","Cork City North West, Cork City","12 years and over","%","57"
"Booster 1","2022 April","Cork City North East, Cork City","5 - 11 years","%","0"
"Booster 1","2022 April","Cork City North East, Cork City","12 years and over","%","57.4"
"Booster 1","2022 April","Cork City South East, Cork City","5 - 11 years","%","0"
"Booster 1","2022 April","Cork City South East, Cork City","12 years and over","%","65.7"
"Booster 1","2022 April","Cork City South Central, Cork City","5 - 11 years","%","0"
"Booster 1","2022 April","Cork City South Central, Cork City","12 years and over","%","58.8"
"Booster 1","2022 April","Cork City South West, Cork City","5 - 11 years","%","0"
"Booster 1","2022 April","Cork City South West, Cork City","12 years and over","%","59.2"
"Booster 1","2022 April","Glenties, Donegal","5 - 11 years","%","0"
"Booster 1","2022 April","Glenties, Donegal","12 years and over","%","59.6"
"Booster 1","2022 April","Milford, Donegal","5 - 11 years","%","0"
"Booster 1","2022 April","Milford, Donegal","12 years and over","%","53"
"Booster 1","2022 April","Carndonagh, Donegal","5 - 11 years","%","0"
"Booster 1","2022 April","Carndonagh, Donegal","12 years and over","%","42.1"
"Booster 1","2022 April","Buncrana, Donegal","5 - 11 years","%","0"
"Booster 1","2022 April","Buncrana, Donegal","12 years and over","%","34.7"
"Booster 1","2022 April","Donegal, Donegal","5 - 11 years","%","0"
